,Type,SampleID,SiteID,Date,Code,Taxon,Abundance,Alkalinity
2841,L,2047903,233781,23/05/2012,DT004A,Diatoma tenue,89,124
2842,L,2047903,233781,23/05/2012,FR009A,Fragilaria capucina,23,124
2843,L,2047967,301817,30/05/2012,TA001A,Tabellaria flocculosa,10,7
2844,L,2047967,301817,30/05/2012,ZZZ921,Psammothidium sp.,4,7
2845,L,2047967,301817,30/05/2012,ZZZ855,Psammothidium levanderi,12,7
2846,L,2047967,301817,30/05/2012,AC119A,Achnanthes saccula,3,7
2847,L,2047967,301817,30/05/2012,FR9999,Fragilaria sp.,6,7
2848,L,2047967,301817,30/05/2012,ZZZ959,Achnanthidium minutissimum,7,7
2849,L,2047967,301817,30/05/2012,DT004A,Diatoma tenue,4,7
2850,L,2047967,301817,30/05/2012,GO9999,Gomphonema sp.,2,7
2851,L,2047967,301817,30/05/2012,ZZZ903,Psammothidium didymum,3,7
2852,L,2047967,301817,30/05/2012,AC083A,Achnanthes laevis,1,7
2853,L,2047967,301817,30/05/2012,ZZZ835,Achnanthidium minutissimum type,56,7
2854,L,2047967,301817,30/05/2012,ZZZ835,Achnanthidium minutissimum type,10,7
2855,L,2047967,301817,30/05/2012,ZZZ835,Achnanthidium minutissimum type,188,7
2856,L,2047967,301817,30/05/2012,CM049A,Cymbella falaisensis,9,7
2857,L,2047967,301817,30/05/2012,FR9999,Fragilaria sp.,5,7
2858,L,2047967,301817,30/05/2012,ZZZ949,Psammothidium subatomoides,4,7
2859,L,2047968,301820,10/05/2012,ZZZ835,Achnanthidium minutissimum type,29,3
2860,L,2047968,301820,10/05/2012,TA001A,Tabellaria flocculosa,8,3
2861,L,2047968,301820,10/05/2012,FR9999,Fragilaria sp.,13,3
2862,L,2047968,301820,10/05/2012,ZZZ835,Achnanthidium minutissimum type,116,3
2863,L,2047968,301820,10/05/2012,ZZZ949,Psammothidium subatomoides,1,3
2864,L,2047968,301820,10/05/2012,PE002A,Peronia fibula,6,3
2865,L,2047968,301820,10/05/2012,ZZZ855,Psammothidium levanderi,7,3
2866,L,2047968,301820,10/05/2012,NI005A,Nitzschia perminuta,2,3
2867,L,2047968,301820,10/05/2012,DT9999,Diatoma sp.,4,3
2868,L,2047968,301820,10/05/2012,ZZZ910,Psammothidium bioretii,4,3
2869,L,2047968,301820,10/05/2012,BR011A,Brachysira procera,60,3
2870,L,2047968,301820,10/05/2012,ZZZ835,Achnanthidium minutissimum type,13,3
2871,L,2047968,301820,10/05/2012,ZZZ835,Achnanthidium minutissimum type,17,3
2872,L,2047968,301820,10/05/2012,BR010A,Brachysira neoexilis,28,3
2873,L,2047968,301820,10/05/2012,CM015A,Cymbella cesatii,3,3
2874,L,2047968,301820,10/05/2012,AC018A,Achnanthes laterostrata,2,3
2875,L,2047968,301820,10/05/2012,CM049A,Cymbella falaisensis,18,3
2876,L,2047968,301820,10/05/2012,NA9999,Navicula sp.,3,3
2877,L,2047968,301820,10/05/2012,FU002G,Frustulia rhomboides var. crassinervia,2,3
2878,L,2047968,301820,10/05/2012,FU027A,Frustulia saxonica,3,3
2879,L,2047968,301820,10/05/2012,ZZZ907,Psammothidium grishunun fo. daonensis,3,3
2880,L,2047968,301820,10/05/2012,ZZZ921,Psammothidium sp.,3,3
2881,L,2047968,301820,10/05/2012,EY017A,Encyonema gracile,2,3
2882,L,2047968,301820,10/05/2012,FR009H,Fragilaria capucina var. gracilis,4,3
2883,L,2047968,301820,10/05/2012,BR006A,Brachysira brebissonii,3,3
2884,L,2047968,301820,10/05/2012,ZZZ921,Psammothidium sp.,1,3
2885,L,2047968,301820,10/05/2012,AC006A,Achnanthes clevei,2,3
2886,L,2052153,113117,23/04/2012,PE002A,Peronia fibula,20,1
2887,L,2052153,113117,23/04/2012,EU9999,Eunotia sp.,32,1
2888,L,2052153,113117,23/04/2012,AC163A,Achnanthes helvetica,7,1
2889,L,2052153,113117,23/04/2012,EU070A,Eunotia bilunaris,1,1
2890,L,2052153,113117,23/04/2012,AS001A,Asterionella formosa,10,1
2891,L,2052153,113117,23/04/2012,ZZZ835,Achnanthidium minutissimum type,4,1
2892,L,2052153,113117,23/04/2012,EU110A,Eunotia minor,139,1
2893,L,2052153,113117,23/04/2012,EU020A,Eunotia meisteri,4,1
2894,L,2052153,113117,23/04/2012,FU002A,Frustulia rhomboides,2,1
2895,L,2052153,113117,23/04/2012,FU002D,Frustulia rhomboides var. amphipleuroides,4,1
2896,L,2052153,113117,23/04/2012,TA001A,Tabellaria flocculosa,16,1
2897,L,2052153,113117,23/04/2012,CM018A,Cymbella gracilis,1,1
2898,L,2052153,113117,23/04/2012,NA037A,Navicula angusta,1,1
2899,L,2052153,113117,23/04/2012,EU018A,Eunotia formica,9,1
2900,L,2052153,113117,23/04/2012,BR006A,Brachysira brebissonii,1,1
2901,L,2052153,113117,23/04/2012,BR9999,Brachysira sp.,4,1
2902,L,2052153,113117,23/04/2012,EU009A,Eunotia exigua,59,1
2903,L,2052153,113117,23/04/2012,NI9999,Nitzschia sp.,1,1
2904,L,2052153,113117,23/04/2012,PI022A,Pinnularia subcapitata,4,1
2905,L,2052153,113117,23/04/2012,NA675A,Navicula tenelloides,1,1
2906,L,2052153,113117,23/04/2012,FU9999,Frustulia sp.,4,1
2907,L,2052153,113117,23/04/2012,UN9999,Unknown diatom,1,1
2908,L,2052153,113117,23/04/2012,NA617A,Navicula saprophila,1,1
2909,L,2054564,300453,23/04/2012,AC141A,Achnanthes bioretii,1,1
2910,L,2054564,300453,23/04/2012,NA147A,Navicula laterostrata,2,1
2911,L,2054564,300453,23/04/2012,NA124A,Navicula molestiformis,2,1
2912,L,2054564,300453,23/04/2012,BR010A,Brachysira neoexilis,7,1
2913,L,2054564,300453,23/04/2012,NA047A,Navicula protracta,1,1
2914,L,2054564,300453,23/04/2012,BR9999,Brachysira sp.,26,1
2915,L,2054564,300453,23/04/2012,UN9999,Unknown diatom,4,1
2916,L,2054564,300453,23/04/2012,AC9999,Achnanthes sp.,1,1
2917,L,2054564,300453,23/04/2012,ZZZ835,Achnanthidium minutissimum type,5,1
2918,L,2054564,300453,23/04/2012,RC002A,Rhoicosphenia abbreviata,2,1
2919,L,2054564,300453,23/04/2012,NI008A,Nitzschia frustulum,4,1
2920,L,2054564,300453,23/04/2012,EU9999,Eunotia sp.,27,1
2921,L,2054564,300453,23/04/2012,CM023A,Cymbella pusilla,3,1
2922,L,2054564,300453,23/04/2012,NI9999,Nitzschia sp.,1,1
2923,L,2054564,300453,23/04/2012,BR006A,Brachysira brebissonii,7,1
2924,L,2054564,300453,23/04/2012,CM057A,Cymbella mesiana,1,1
2925,L,2054564,300453,23/04/2012,FU002A,Frustulia rhomboides,7,1
2926,L,2054564,300453,23/04/2012,PE002A,Peronia fibula,6,1
2927,L,2054564,300453,23/04/2012,GO006A,Gomphonema acuminatum,1,1
2928,L,2054564,300453,23/04/2012,PI9999,Pinnularia sp.,14,1
2929,L,2054564,300453,23/04/2012,EU009A,Eunotia exigua,3,1
2930,L,2054564,300453,23/04/2012,BR001A,Brachysira vitrea,10,1
2931,L,2054564,300453,23/04/2012,NA037A,Navicula angusta,1,1
2932,L,2054564,300453,23/04/2012,CV001A,Cavinula cocconeiformis,1,1
2933,L,2054564,300453,23/04/2012,TA001A,Tabellaria flocculosa,225,1
2934,L,2054564,300453,23/04/2012,CM018A,Cymbella gracilis,5,1
2935,L,2054564,300453,23/04/2012,ZZZ987,Naviculoid (small undiff),2,1
2936,L,2114724,132260,03/05/2012,AC025A,Achnanthes flexella,1,3
2937,L,2114724,132260,03/05/2012,SY001A,Synedra ulna,6,3
2938,L,2114724,132260,03/05/2012,GO004A,Gomphonema gracile,1,3
2939,L,2114724,132260,03/05/2012,ZZZ835,Achnanthidium minutissimum type,247,3
2940,L,2114724,132260,03/05/2012,AU003A,Aulacoseira granulata,18,3
2941,L,2114724,132260,03/05/2012,FR009L,Fragilaria capucina var. amphicephala,13,3
2942,L,2114724,132260,03/05/2012,NI015A,Nitzschia dissipata,1,3
2943,L,2114724,132260,03/05/2012,CO001C,Cocconeis placentula var. lineata,1,3
2944,L,2114724,132260,03/05/2012,CY9999,Cyclotella sp.,5,3
2945,L,2114724,132260,03/05/2012,DE001A,Denticula tenuis,3,3
2946,L,2114724,132260,03/05/2012,ZZZ941,Diatoma problematica,1,3
2947,L,2114724,132260,03/05/2012,EY002A,Encyonema caespitosum,2,3
2948,L,2114724,132260,03/05/2012,FR007A,Fragilaria vaucheriae,11,3
2949,L,2114724,132260,03/05/2012,EY011A,Encyonema minutum,5,3
2950,L,2114724,132260,03/05/2012,EY016A,Encyonema silesiacum,1,3
2951,L,2114724,132260,03/05/2012,NI171A,Nitzschia subacicularis,1,3
2952,L,2114724,132260,03/05/2012,FR026A,Fragilaria bidens,4,3
2953,L,2114724,132260,03/05/2012,FR009A,Fragilaria capucina,4,3
2954,L,2114724,132260,03/05/2012,HN001A,Hannaea arcus,2,3
2955,L,2114724,132260,03/05/2012,GM001A,Gomphoneis olivaceum,11,3
2956,L,2114724,132260,03/05/2012,FR009H,Fragilaria capucina var. gracilis,29,3
2957,L,2114724,132260,03/05/2012,NI031A,Nitzschia linearis,1,3
2958,L,2114724,132260,03/05/2012,ZZZ842,Fragilaria perminuta,5,3
2959,L,2114724,132260,03/05/2012,TA004A,Tabellaria quadriseptata,3,3
2960,L,2114724,132260,03/05/2012,PI9999,Pinnularia sp.,1,3
2961,L,2114724,132260,03/05/2012,ST9999,Stephanodiscus sp.,5,3
2962,L,2114724,132260,03/05/2012,FR007C,Fragilaria vaucheriae var. capitellata,2,3
2963,L,2114724,132260,03/05/2012,NI025A,Nitzschia recta,1,3
2964,L,2114724,132260,03/05/2012,SY013A,Synedra tenera,2,3
2965,L,2114724,132260,03/05/2012,NI002A,Nitzschia fonticola,1,3
2966,L,2114724,132260,03/05/2012,GO9999,Gomphonema sp.,3,3
2967,L,2114724,132260,03/05/2012,SY009A,Synedra nana,11,3
2968,L,2115761,203476,03/09/2012,ZZZ835,Achnanthidium minutissimum type,127,55
2969,L,2115761,203476,03/09/2012,CM004A,Cymbella microcephala,114,55
2970,L,2115761,203476,03/09/2012,FR082A,Fragilaria incognita,4,55
2971,L,2115761,203476,03/09/2012,ST9999,Stephanodiscus sp.,2,55
2972,L,2115761,203476,03/09/2012,EY011A,Encyonema minutum,3,55
2973,L,2115761,203476,03/09/2012,AP001A,Amphipleura pellucida,1,55
2974,L,2115761,203476,03/09/2012,GO080A,Gomphonema pumilum,8,55
2975,L,2115761,203476,03/09/2012,EY002A,Encyonema caespitosum,9,55
2976,L,2115761,203476,03/09/2012,BR010A,Brachysira neoexilis,4,55
2977,L,2115761,203476,03/09/2012,AC9999,Achnanthes sp.,4,55
2978,L,2115761,203476,03/09/2012,NI015A,Nitzschia dissipata,2,55
2979,L,2115761,203476,03/09/2012,NA751A,Navicula cryptotenella,4,55
2980,L,2115761,203476,03/09/2012,FR9999,Fragilaria sp.,12,55
2981,L,2115761,203476,03/09/2012,NA023A,Navicula gregaria,6,55
2982,L,2115761,203476,03/09/2012,GO086A,Gomphonema lateripunctatum,40,55
2983,L,2115761,203476,03/09/2012,CM013A,Cymbella helvetica,1,55
2984,L,2115897,233781,30/10/2012,EP007A,Epithemia adnata,3,124
2985,L,2115897,233781,30/10/2012,YH001A,Ctenophora pulchella,6,124
2986,L,2115897,233781,30/10/2012,FR009L,Fragilaria capucina var. amphicephala,1,124
2987,L,2115897,233781,30/10/2012,FR018A,Fragilaria elliptica,28,124
2988,L,2115897,233781,30/10/2012,NI046A,Nitzschia sigmoidea,1,124
2989,L,2115897,233781,30/10/2012,CM9999,Cymbella sp.,4,124
2990,L,2115897,233781,30/10/2012,NI9999,Nitzschia sp.,7,124
2991,L,2115897,233781,30/10/2012,FR007A,Fragilaria vaucheriae,130,124
2992,L,2115897,233781,30/10/2012,NA751A,Navicula cryptotenella,2,124
2993,L,2115897,233781,30/10/2012,NI033A,Nitzschia paleacea,1,124
2994,L,2115897,233781,30/10/2012,NA768A,Navicula reichardtiana,7,124
2995,L,2115897,233781,30/10/2012,NA745A,Navicula capitatoradiata,1,124
2996,L,2115897,233781,30/10/2012,AM012A,Amphora pediculus,2,124
2997,L,2115897,233781,30/10/2012,FR026A,Fragilaria bidens,1,124
2998,L,2115897,233781,30/10/2012,CM004A,Cymbella microcephala,3,124
2999,L,2115897,233781,30/10/2012,FR009A,Fragilaria capucina,21,124
3000,L,2115897,233781,30/10/2012,ZZZ835,Achnanthidium minutissimum type,30,124
3001,L,2115897,233781,30/10/2012,CM022A,Cymbella affinis,3,124
3002,L,2115897,233781,30/10/2012,ZZZ941,Diatoma problematica,4,124
3003,L,2115897,233781,30/10/2012,RC002A,Rhoicosphenia abbreviata,2,124
3004,L,2115897,233781,30/10/2012,NI009A,Nitzschia palea,3,124
3005,L,2115897,233781,30/10/2012,NI198A,Nitzschia lacuum,16,124
3006,L,2115897,233781,30/10/2012,DT004A,Diatoma tenue,1,124
3007,L,2115897,233781,30/10/2012,SY001A,Synedra ulna,1,124
3008,L,2115897,233781,30/10/2012,FR007C,Fragilaria vaucheriae var. capitellata,6,124
3009,L,2115897,233781,30/10/2012,SS002A,Staurosirella pinnata,8,124
3010,L,2115897,233781,30/10/2012,DT021A,Diatoma mesodon,1,124
3011,L,2115897,233781,30/10/2012,NI002A,Nitzschia fonticola,8,124
3012,L,2115897,233781,30/10/2012,EY016A,Encyonema silesiacum,2,124
3013,L,2115897,233781,30/10/2012,NI043A,Nitzschia inconspicua,2,124
3014,L,2115897,233781,30/10/2012,DE001A,Denticula tenuis,1,124
3015,L,2115897,233781,30/10/2012,CM070A,Cymbella caespitosa,7,124
3016,L,2115897,233781,30/10/2012,CM013A,Cymbella helvetica,2,124
3017,L,2115897,233781,30/10/2012,FR9999,Fragilaria sp.,1,124
3018,L,2115897,233781,30/10/2012,EY011A,Encyonema minutum,2,124
3019,L,2115897,233781,30/10/2012,AU003A,Aulacoseira granulata,1,124
3020,L,2117295,301817,11/09/2012,ZZZ855,Psammothidium levanderi,7,8
3021,L,2117295,301817,11/09/2012,AC161A,Achnanthes ventralis,3,8
3022,L,2117295,301817,11/09/2012,ZZZ835,Achnanthidium minutissimum type,262,8
3023,L,2117295,301817,11/09/2012,BR010A,Brachysira neoexilis,9,8
3024,L,2117295,301817,11/09/2012,GO080A,Gomphonema pumilum,1,8
3025,L,2117295,301817,11/09/2012,TA001A,Tabellaria flocculosa,24,8
3026,L,2117295,301817,11/09/2012,CM013A,Cymbella helvetica,1,8
3027,L,2117295,301817,11/09/2012,DE001A,Denticula tenuis,15,8
3028,L,2117295,301817,11/09/2012,FR9999,Fragilaria sp.,18,8
3029,L,2117295,301817,11/09/2012,AC119A,Achnanthes saccula,2,8
3030,L,2117295,301817,11/09/2012,CM004A,Cymbella microcephala,5,8
3031,L,2117296,301820,03/09/2012,EU070A,Eunotia bilunaris,1,4
3032,L,2117296,301820,03/09/2012,CM018A,Cymbella gracilis,1,4
3033,L,2117296,301820,03/09/2012,FR9999,Fragilaria sp.,6,4
3034,L,2117296,301820,03/09/2012,BR006A,Brachysira brebissonii,11,4
3035,L,2117296,301820,03/09/2012,CM004A,Cymbella microcephala,7,4
3036,L,2117296,301820,03/09/2012,CM049A,Cymbella falaisensis,6,4
3037,L,2117296,301820,03/09/2012,DT004A,Diatoma tenue,4,4
3038,L,2117296,301820,03/09/2012,BR010A,Brachysira neoexilis,18,4
3039,L,2117296,301820,03/09/2012,CM015A,Cymbella cesatii,5,4
3040,L,2117296,301820,03/09/2012,BR011A,Brachysira procera,9,4
3041,L,2117296,301820,03/09/2012,ZZZ835,Achnanthidium minutissimum type,153,4
3042,L,2117296,301820,03/09/2012,BR9999,Brachysira sp.,18,4
3043,L,2117296,301820,03/09/2012,TA001A,Tabellaria flocculosa,50,4
3044,L,2117296,301820,03/09/2012,NA9999,Navicula sp.,2,4
3045,L,2117296,301820,03/09/2012,ZZZ843,Fragilaria nanana,5,4
3046,L,2117296,301820,03/09/2012,GO9999,Gomphonema sp.,4,4
3047,L,2122190,204046,17/09/2012,DP001A,Diploneis ovalis,1,82
3048,L,2122190,204046,17/09/2012,NI033A,Nitzschia paleacea,4,82
3049,L,2122190,204046,17/09/2012,AC163A,Achnanthes helvetica,1,82
3050,L,2122190,204046,17/09/2012,ZZZ842,Fragilaria perminuta,2,82
3051,L,2122190,204046,17/09/2012,AU003A,Aulacoseira granulata,6,82
3052,L,2122190,204046,17/09/2012,ZZZ835,Achnanthidium minutissimum type,100,82
3053,L,2122190,204046,17/09/2012,GO013A,Gomphonema parvulum,2,82
3054,L,2122190,204046,17/09/2012,NA9999,Navicula sp.,1,82
3055,L,2122190,204046,17/09/2012,CM110A,Cymbella turgidula,1,82
3056,L,2122190,204046,17/09/2012,GO050A,Gomphonema minutum,6,82
3057,L,2122190,204046,17/09/2012,GO9999,Gomphonema sp.,1,82
3058,L,2122190,204046,17/09/2012,NI009A,Nitzschia palea,9,82
3059,L,2122190,204046,17/09/2012,GO024C,Gomphonema clevei,1,82
3060,L,2122190,204046,17/09/2012,FR002B,Fragilaria construens var. binodis,4,82
3061,L,2122190,204046,17/09/2012,AC025A,Achnanthes flexella,1,82
3062,L,2122190,204046,17/09/2012,AM011A,Amphora libyca,2,82
3063,L,2122190,204046,17/09/2012,DE001A,Denticula tenuis,1,82
3064,L,2122190,204046,17/09/2012,GO023A,Gomphonema truncatum,2,82
3065,L,2122190,204046,17/09/2012,NI9999,Nitzschia sp.,4,82
3066,L,2122190,204046,17/09/2012,NI031A,Nitzschia linearis,1,82
3067,L,2122190,204046,17/09/2012,AC143A,Achnanthes oblongella,9,82
3068,L,2122190,204046,17/09/2012,AM084A,Amphora montana,4,82
3069,L,2122190,204046,17/09/2012,SU073A,Surirella brebissonii,2,82
3070,L,2122190,204046,17/09/2012,CM004A,Cymbella microcephala,2,82
3071,L,2122190,204046,17/09/2012,DT004A,Diatoma tenue,13,82
3072,L,2122190,204046,17/09/2012,SS002A,Staurosirella pinnata,3,82
3073,L,2122190,204046,17/09/2012,GO004A,Gomphonema gracile,2,82
3074,L,2122190,204046,17/09/2012,NI042A,Nitzschia acicularis,2,82
3075,L,2122190,204046,17/09/2012,NI184A,Nitzschia umbonata,1,82
3076,L,2122190,204046,17/09/2012,FR007A,Fragilaria vaucheriae,73,82
3077,L,2122190,204046,17/09/2012,RE001A,Reimeria sinuata,2,82
3078,L,2122190,204046,17/09/2012,EY011A,Encyonema minutum,5,82
3079,L,2122190,204046,17/09/2012,NI015A,Nitzschia dissipata,4,82
3080,L,2122190,204046,17/09/2012,NA023A,Navicula gregaria,9,82
3081,L,2122190,204046,17/09/2012,RC002A,Rhoicosphenia abbreviata,2,82
3082,L,2122190,204046,17/09/2012,GO013C,Gomphonema parvulum var. exilissimum,1,82
3083,L,2122190,204046,17/09/2012,GM001A,Gomphoneis olivaceum,2,82
3084,L,2122190,204046,17/09/2012,CY019A,Cyclotella radiosa,2,82
3085,L,2122190,204046,17/09/2012,NA768A,Navicula reichardtiana,3,82
3086,L,2122190,204046,17/09/2012,NA007A,Navicula cryptocephala,1,82
3087,L,2122190,204046,17/09/2012,FR009A,Fragilaria capucina,38,82
3088,L,2122190,204046,17/09/2012,TA001A,Tabellaria flocculosa,1,82
3089,L,2122190,204046,17/09/2012,GO080A,Gomphonema pumilum,11,82
3090,L,2122190,204046,17/09/2012,NI025A,Nitzschia recta,1,82
3091,L,2122191,459082,17/09/2012,AC018A,Achnanthes laterostrata,1,126
3092,L,2122191,459082,17/09/2012,FR007A,Fragilaria vaucheriae,33,126
3093,L,2122191,459082,17/09/2012,AC9999,Achnanthes sp.,2,126
3094,L,2122191,459082,17/09/2012,NA768A,Navicula reichardtiana,2,126
3095,L,2122191,459082,17/09/2012,NA771A,Navicula cryptotenelloides,3,126
3096,L,2122191,459082,17/09/2012,NA617A,Navicula saprophila,12,126
3097,L,2122191,459082,17/09/2012,NA023A,Navicula gregaria,4,126
3098,L,2122191,459082,17/09/2012,NI9999,Nitzschia sp.,14,126
3099,L,2122191,459082,17/09/2012,SS002A,Staurosirella pinnata,37,126
3100,L,2122191,459082,17/09/2012,ZZZ835,Achnanthidium minutissimum type,65,126
3101,L,2122191,459082,17/09/2012,FR9999,Fragilaria sp.,8,126
3102,L,2122191,459082,17/09/2012,NA030A,Navicula menisculus,1,126
3103,L,2122191,459082,17/09/2012,AM084A,Amphora montana,1,126
3104,L,2122191,459082,17/09/2012,ZZZ941,Diatoma problematica,8,126
3105,L,2122191,459082,17/09/2012,NI028A,Nitzschia capitellata,7,126
3106,L,2122191,459082,17/09/2012,NI043A,Nitzschia inconspicua,3,126
3107,L,2122191,459082,17/09/2012,FR082A,Fragilaria incognita,2,126
3108,L,2122191,459082,17/09/2012,AM012A,Amphora pediculus,11,126
3109,L,2122191,459082,17/09/2012,CO001C,Cocconeis placentula var. lineata,1,126
3110,L,2122191,459082,17/09/2012,SY9999,Synedra sp.,4,126
3111,L,2122191,459082,17/09/2012,NA9999,Navicula sp.,1,126
3112,L,2122191,459082,17/09/2012,NI198A,Nitzschia lacuum,17,126
3113,L,2122191,459082,17/09/2012,SY013A,Synedra tenera,1,126
3114,L,2122191,459082,17/09/2012,CM004A,Cymbella microcephala,2,126
3115,L,2122191,459082,17/09/2012,NA007A,Navicula cryptocephala,2,126
3116,L,2122191,459082,17/09/2012,NI044A,Nitzschia intermedia,4,126
3117,L,2122191,459082,17/09/2012,TU003A,Tabularia fasciculata,2,126
3118,L,2122191,459082,17/09/2012,NI152A,Nitzschia pusilla,1,126
3119,L,2122191,459082,17/09/2012,SR002A,Staurosira elliptica,39,126
3120,L,2122191,459082,17/09/2012,GO9999,Gomphonema sp.,2,126
3121,L,2122191,459082,17/09/2012,FR009A,Fragilaria capucina,19,126
3122,L,2122191,459082,17/09/2012,NI009A,Nitzschia palea,1,126
3123,L,2122191,459082,17/09/2012,DT021A,Diatoma mesodon,2,126
3124,L,2122191,459082,17/09/2012,CM9999,Cymbella sp.,3,126
3125,L,2122191,459082,17/09/2012,GM001A,Gomphoneis olivaceum,2,126
3126,L,2122191,459082,17/09/2012,GO055A,Gomphonema pseudoaugur,1,126
3127,L,2122309,9831,04/09/2012,SY013A,Synedra tenera,10,17
3128,L,2122309,9831,04/09/2012,DE001A,Denticula tenuis,30,17
3129,L,2122309,9831,04/09/2012,TA001A,Tabellaria flocculosa,3,17
3130,L,2122309,9831,04/09/2012,CM004A,Cymbella microcephala,19,17
3131,L,2122309,9831,04/09/2012,AC9999,Achnanthes sp.,1,17
3132,L,2122309,9831,04/09/2012,UN9995,Centric undif.,1,17
3133,L,2122309,9831,04/09/2012,CM022A,Cymbella affinis,8,17
3134,L,2122309,9831,04/09/2012,SY013A,Synedra tenera,2,17
3135,L,2122309,9831,04/09/2012,EY011A,Encyonema minutum,3,17
3136,L,2122309,9831,04/09/2012,AS001A,Asterionella formosa,3,17
3137,L,2122309,9831,04/09/2012,FR009I,Fragilaria capucina var. austriaca,1,17
3138,L,2122309,9831,04/09/2012,AS001A,Asterionella formosa,2,17
3139,L,2122309,9831,04/09/2012,AC083A,Achnanthes laevis,1,17
3140,L,2122309,9831,04/09/2012,FR009A,Fragilaria capucina,7,17
3141,L,2122309,9831,04/09/2012,NA007A,Navicula cryptocephala,2,17
3142,L,2122309,9831,04/09/2012,NI002A,Nitzschia fonticola,3,17
3143,L,2122309,9831,04/09/2012,NA003A,Navicula radiosa,1,17
3144,L,2122309,9831,04/09/2012,GO073A,Gomphonema angustum,24,17
3145,L,2122309,9831,04/09/2012,FF9999,Fragilariforma sp.,2,17
3146,L,2122309,9831,04/09/2012,NA009A,Navicula lanceolata,2,17
3147,L,2122309,9831,04/09/2012,SY011A,Synedra delicatissima,8,17
3148,L,2122309,9831,04/09/2012,EY002A,Encyonema caespitosum,1,17
3149,L,2122309,9831,04/09/2012,CA002A,Caloneis bacillum,1,17
3150,L,2122309,9831,04/09/2012,NI031A,Nitzschia linearis,1,17
3151,L,2122309,9831,04/09/2012,NI020A,Nitzschia angustata,1,17
3152,L,2122309,9831,04/09/2012,NI015A,Nitzschia dissipata,1,17
3153,L,2122309,9831,04/09/2012,BR001A,Brachysira vitrea,17,17
3154,L,2122309,9831,04/09/2012,ZZZ835,Achnanthidium minutissimum type,185,17
3155,L,2123494,10014,14/11/2012,ZZZ835,Achnanthidium minutissimum type,159,121
3156,L,2123494,10014,14/11/2012,ACHD-02,Achnanthidium pyrenaicum,32,121
3157,L,2123494,10014,14/11/2012,GO013C,Gomphonema parvulum var. exilissimum,5,121
3158,L,2123494,10014,14/11/2012,AU9999,Aulacoseira sp.,3,121
3159,L,2123494,10014,14/11/2012,CM022A,Cymbella affinis,2,121
3160,L,2123494,10014,14/11/2012,CM004A,Cymbella microcephala,11,121
3161,L,2123494,10014,14/11/2012,RC002A,Rhoicosphenia abbreviata,22,121
3162,L,2123494,10014,14/11/2012,DE001A,Denticula tenuis,56,121
3163,L,2123494,10014,14/11/2012,GO073A,Gomphonema angustum,30,121
3164,L,2123494,10014,14/11/2012,EY011A,Encyonema minutum,4,121
3165,L,2123494,10014,14/11/2012,NA768A,Navicula reichardtiana,1,121
3166,L,2123494,10014,14/11/2012,NA095A,Navicula tripunctata,8,121
3167,L,2123644,132260,01/10/2012,EU9999,Eunotia sp.,2,3
3168,L,2123644,132260,01/10/2012,GO9999,Gomphonema sp.,1,3
3169,L,2123644,132260,01/10/2012,ZZZ843,Fragilaria nanana,3,3
3170,L,2123644,132260,01/10/2012,ZZZ835,Achnanthidium minutissimum type,29,3
3171,L,2123644,132260,01/10/2012,FR009H,Fragilaria capucina var. gracilis,8,3
3172,L,2123644,132260,01/10/2012,FR060A,Fragilaria tenera,1,3
3173,L,2123644,132260,01/10/2012,EY017A,Encyonema gracile,1,3
3174,L,2123644,132260,01/10/2012,BR011A,Brachysira procera,2,3
3175,L,2123644,132260,01/10/2012,FR9999,Fragilaria sp.,23,3
3176,L,2123644,132260,01/10/2012,ZZZ959,Achnanthidium minutissimum,160,3
3177,L,2123644,132260,01/10/2012,TA001A,Tabellaria flocculosa,84,3
3178,L,2123644,132260,01/10/2012,TA004A,Tabellaria quadriseptata,9,3
3179,L,2123644,132260,01/10/2012,BR010A,Brachysira neoexilis,50,3
3180,L,2124597,233796,05/09/2012,EY016A,Encyonema silesiacum,2,3
3181,L,2124597,233796,05/09/2012,FR9999,Fragilaria sp.,32,3
3182,L,2124597,233796,05/09/2012,ZZZ855,Psammothidium levanderi,21,3
3183,L,2124597,233796,05/09/2012,DT004A,Diatoma tenue,23,3
3184,L,2124597,233796,05/09/2012,CM004A,Cymbella microcephala,4,3
3185,L,2124597,233796,05/09/2012,EU107A,Eunotia implicata,1,3
3186,L,2124597,233796,05/09/2012,FR060A,Fragilaria tenera,22,3
3187,L,2124597,233796,05/09/2012,BR010A,Brachysira neoexilis,4,3
3188,L,2124597,233796,05/09/2012,FR064A,Fragilaria exigua,10,3
3189,L,2124597,233796,05/09/2012,BR006A,Brachysira brebissonii,2,3
3190,L,2124597,233796,05/09/2012,EY9999,Encyonema sp.,9,3
3191,L,2124597,233796,05/09/2012,ZZZ949,Psammothidium subatomoides,4,3
3192,L,2124597,233796,05/09/2012,EU111A,Eunotia soleirolii,4,3
3193,L,2124597,233796,05/09/2012,GO006A,Gomphonema acuminatum,1,3
3194,L,2124597,233796,05/09/2012,ZZZ835,Achnanthidium minutissimum type,138,3
3195,L,2124597,233796,05/09/2012,CO001B,Cocconeis placentula var. euglypta,3,3
3196,L,2124597,233796,05/09/2012,TA001A,Tabellaria flocculosa,56,3
3197,L,2124597,233796,05/09/2012,GO080A,Gomphonema pumilum,1,3
